Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count B1	Mutation names B1	Mutated peptide count B2	Mutation names B2	Mutated peptide count B3	Mutation names B3	Mutated peptide count H1	Mutation names H1	Mutated peptide count H2	Mutation names H2	Mutated peptide count H3	Mutation names H3	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides B1	Peptides B2	Peptides B3	Peptides H1	Peptides H2	Peptides H3	Razor + unique peptides B1	Razor + unique peptides B2	Razor + unique peptides B3	Razor + unique peptides H1	Razor + unique peptides H2	Razor + unique peptides H3	Unique peptides B1	Unique peptides B2	Unique peptides B3	Unique peptides H1	Unique peptides H2	Unique peptides H3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage B1 [%]	Sequence coverage B2 [%]	Sequence coverage B3 [%]	Sequence coverage H1 [%]	Sequence coverage H2 [%]	Sequence coverage H3 [%]	Intensity	Intensity B1	Intensity B2	Intensity B3	Intensity H1	Intensity H2	Intensity H3	LFQ intensity B1	LFQ intensity B2	LFQ intensity B3	LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	MS/MS count B1	MS/MS count B2	MS/MS count B3	MS/MS count H1	MS/MS count H2	MS/MS count H3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P42167|LAP2B_HUMAN;sp|P42166|LAP2A_HUMAN	sp|P42167|LAP2B_HUMAN;sp|P42166|LAP2A_HUMAN	1;1	1;1	1;1	0		0		0		0		0		0		0		sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3.5	3.5	3.5	50.67	454	454;694	0	6.3592	0	0	0	0	3.5	0	140110	0	0	0	0	140110	0	0	0	0	0	12155	0	0	0	0	0	1	0	1				312	1380	True	1405	2114	2193	2193		
sp|P42330|AK1C3_HUMAN;sp|P17516|AK1C4_HUMAN	sp|P42330|AK1C3_HUMAN;sp|P17516|AK1C4_HUMAN	6;3	6;3	2;0	0		0		0		0		0		0		0		sp|P42330|AK1C3_HUMAN Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4;sp|P17516|AK1C4_HUMAN Aldo-keto reductase family 1 member C4 OS=Homo sapiens OX=9606 GN=AKR1C4 PE=1 SV=3	2	6	6	2	0	0	0	2	4	3	0	0	0	2	4	3	0	0	0	1	0	1	22	22	7.1	36.853	323	323;323	0	104.01	0	0	0	8.7	14.9	10.5	4082600	0	0	0	243100	2627800	1211700	0	0	0	0	254170	167240	0	0	0	2	4	4	10				313	73;606;838;1259;1319;1820	True;True;True;True;True;True	75;617;852;1281;1342;1853	125;926;927;928;929;1300;1301;1942;1943;2029;2800	127;956;957;958;959;1350;1351;2012;2013;2103;2901	127;956;1351;2013;2103;2901		
sp|P42704|LPPRC_HUMAN	sp|P42704|LPPRC_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1.5	1.5	1.5	157.9	1394	1394	0	16.681	0	0	0	0.5	0	1	70652	0	0	0	70652	0	0	0	0	0	11748	0	0	0	0	0	1	0	1	2				314	923;1388	True;True	942;1413	1448;2126	1508;2205	1508;2205		
sp|P42765|THIM_HUMAN	sp|P42765|THIM_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	5	5	5	41.924	397	397	0	6.3728	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				315	1556	True	1584	2391	2475	2475		
sp|P42771|CDN2A_HUMAN	sp|P42771|CDN2A_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P42771|CDN2A_HUMAN Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	18.6	18.6	18.6	16.532	156	156	0	17.254	0	0	0	0	10.9	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3				316	91;982	True;True	93;1002	156;157;1539	158;159;1602	159;1602		
sp|P43243|MATR3_HUMAN	sp|P43243|MATR3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1.3	1.3	1.3	94.622	847	847	0.0017271	5.9317	0	1.3	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2				317	1496	True	1523	2296;2297	2377;2378	2377		
sp|P43246|MSH2_HUMAN	sp|P43246|MSH2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.7	1.7	1.7	104.74	934	934	0	6.0951	0	0	0	1.7	0	0	49199	0	0	0	49199	0	0	0	0	0	8180.5	0	0	0	0	0	1	0	0	1				318	511	True	520	788	814	814		
sp|P43487|RANG_HUMAN	sp|P43487|RANG_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4.5	4.5	4.5	23.31	201	201	0	7.476	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1				319	473	True	480	733	759	759		
sp|P45880|VDAC2_HUMAN	sp|P45880|VDAC2_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	10.5	10.5	10.5	31.566	294	294	0	13.379	0	0	0	2.7	7.8	0	473560	0	0	0	119660	353900	0	0	0	0	0	30702	0	0	0	0	1	1	0	2				320	1513;1755	True;True	1540;1785	2322;2697	2403;2798	2403;2798		
sp|P46087|NOP2_HUMAN	sp|P46087|NOP2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1.7	1.7	1.7	89.301	812	812	0	7.5854	0	0	0	1.7	1.7	0	61209	0	0	0	61209	0	0	0	0	0	10177	0	0	0	0	0	1	1	0	2				321	912	True	931	1432;1433	1492;1493	1492		
sp|P46776|RL27A_HUMAN	sp|P46776|RL27A_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	14.2	14.2	14.2	16.561	148	148	0	11.701	0	0	0	0	6.8	7.4	569840	0	0	0	0	0	569840	0	0	0	0	0	90966	0	0	0	0	1	1	2				322	1064;1512	True;True	1084;1539	1667;2321	1732;2402	1732;2402		
sp|P46777|RL5_HUMAN	sp|P46777|RL5_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	1	3	3	3	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	12.8	12.8	12.8	34.362	297	297	0	58.596	0	0	0	4.7	12.8	5.7	2732500	0	0	0	465510	2048300	218670	0	0	0	0	177700	0	0	0	0	1	2	1	4				323	508;661;1338	True;True;True	517;672;1362	783;784;1007;1008;2054	809;810;1038;1039;2129	809;1038;2129		
sp|P46779|RL28_HUMAN	sp|P46779|RL28_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	8	8	8	15.747	137	137	0	6.0106	0	0	0	0	8	8	1439400	0	0	0	0	1231400	207960	0	0	0	0	0	33197	0	0	0	0	1	1	2				324	1589	True	1617	2438;2439	2527;2528	2527		
sp|P46781|RS9_HUMAN	sp|P46781|RS9_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	1	2	2	2	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	9.3	9.3	9.3	22.591	194	194	0	12.402	0	0	0	9.3	9.3	5.7	2615300	0	0	0	613390	1759200	242740	0	0	0	109930	144680	0	0	0	0	2	2	1	5				325	997;1305	True;True	1017;1328	1554;1555;2010;2011;2012	1618;1619;2083;2084;2085	1618;2083		
sp|P46782|RS5_HUMAN	sp|P46782|RS5_HUMAN	4	4	4	0		0		0		0		0		0		0		sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4	1	4	4	4	1	0	0	1	3	1	1	0	0	1	3	1	1	0	0	1	3	1	21.6	21.6	21.6	22.876	204	204	0	129.28	7.4	0	0	4.9	16.7	7.4	2460700	0	0	0	0	2071900	388740	0	0	0	0	179750	0	1	0	0	1	3	2	7				326	582;1026;1345;1527	True;True;True;True	593;1046;1369;1554	891;1611;2061;2342;2343;2344	920;1676;2136;2423;2424;2425;2426	920;1676;2136;2424		
sp|P46821|MAP1B_HUMAN	sp|P46821|MAP1B_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P46821|MAP1B_HUMAN Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.6	0.6	0.6	270.63	2468	2468	0	7.5917	0	0	0	0.6	0	0	131450	0	0	0	131450	0	0	0	0	0	21856	0	0	0	0	0	1	0	0	1				327	1456	True	1482	2236	2316	2316		
sp|P46940|IQGA1_HUMAN	sp|P46940|IQGA1_HUMAN	7	7	7	0		0		0		0		0		0		0		sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1	1	7	7	7	0	0	0	3	5	2	0	0	0	3	5	2	0	0	0	3	5	2	5.9	5.9	5.9	189.25	1657	1657	0	52.54	0	0	0	1.9	4.6	1.8	1760800	0	0	0	278240	927140	555430	0	0	0	0	64558	104540	0	0	0	3	5	2	10				328	345;375;441;670;703;768;1505	True;True;True;True;True;True;True	351;382;448;681;716;782;1532	545;589;681;1019;1083;1084;1197;1198;1199;2310	564;608;703;1050;1125;1126;1244;1245;1246;2391	564;608;703;1050;1125;1244;2391		
sp|P46976|GLYG_HUMAN	sp|P46976|GLYG_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P46976|GLYG_HUMAN Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	4	4	39.383	350	350	0.0078247	5.7923	0	0	0	4	0	0	63410	0	0	0	63410	0	0	0	0	0	10543	0	0	0	0	0	1	0	0	1				329	1062	True	1082	1665	1730	1730	76	47
sp|P47756|CAPZB_HUMAN	sp|P47756|CAPZB_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5.8	5.8	5.8	31.35	277	277	0	16.26	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				330	230	True	234	380	396	396		
sp|P47897|SYQ_HUMAN	sp|P47897|SYQ_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.2	1.2	1.2	87.798	775	775	0	6.1665	0	0	0	1.2	0	0	68658	0	0	0	68658	0	0	0	0	0	11416	0	0	0	0	0	1	0	0	1				331	299	True	305	472	490	490		
sp|P48643|TCPE_HUMAN	sp|P48643|TCPE_HUMAN	4	4	4	0		0		0		0		0		0		0		sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	1	4	4	4	0	0	0	4	2	0	0	0	0	4	2	0	0	0	0	4	2	0	7.4	7.4	7.4	59.67	541	541	0	33.716	0	0	0	7.4	4.1	0	953460	0	0	0	505280	448180	0	0	0	0	84014	0	0	0	0	0	4	2	0	6				332	174;481;643;1282	True;True;True;True	177;488;654;1305	289;743;744;982;983;1978	298;769;770;1013;1014;2048	298;769;1013;2048		
sp|P49321|NASP_HUMAN	sp|P49321|NASP_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	2.7	2.7	2.7	85.237	788	788	0	12.217	0	0	0	1.3	1.4	0	125820	0	0	0	125820	0	0	0	0	0	20921	0	0	0	0	0	1	1	0	2				333	1389;1641	True;True	1414;1669	2127;2514	2206;2605	2206;2605		
sp|P49327|FAS_HUMAN	sp|P49327|FAS_HUMAN	4	4	4	0		0		0		0		0		0		0		sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	1	4	4	4	0	0	0	3	1	2	0	0	0	3	1	2	0	0	0	3	1	2	1.4	1.4	1.4	273.42	2511	2511	0	25.248	0	0	0	1.2	0.4	0.7	584680	0	0	0	221540	96291	266860	0	0	0	0	0	42599	0	0	0	3	1	2	6				334	129;960;1299;1653	True;True;True;True	132;979;1322;1681	213;214;1509;2001;2528;2529	217;218;1571;2072;2619;2620	217;1571;2072;2619		
sp|P49368|TCPG_HUMAN	sp|P49368|TCPG_HUMAN	5	5	5	0		0		0		0		0		0		0		sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4	1	5	5	5	0	0	0	2	4	0	0	0	0	2	4	0	0	0	0	2	4	0	11.9	11.9	11.9	60.533	545	545	0	34.219	0	0	0	4	10.1	0	1323600	0	0	0	416720	906910	0	0	0	0	0	78679	0	0	0	0	2	4	0	6				335	366;539;782;1544;1732	True;True;True;True;True	372;548;796;1571;1762	573;826;827;1217;2373;2661	592;852;853;1265;2457;2760	592;853;1265;2457;2760		
sp|P49411|EFTU_HUMAN	sp|P49411|EFTU_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	2.2	2.2	2.2	49.541	452	452	0	11.561	0	0	0	2.2	2.2	2.2	617110	0	0	0	76021	349570	191520	0	0	0	0	0	30573	0	0	0	1	1	1	3				336	1632	True	1660	2501;2502;2503	2592;2593;2594	2593		
sp|P49591|SYSC_HUMAN	sp|P49591|SYSC_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2.9	2.9	2.9	58.777	514	514	0	8.0035	0	0	0	0	0	2.9	81164	0	0	0	0	0	81164	0	0	0	0	0	12957	0	0	0	0	0	1	1				337	1829	True	1862	2812	2914	2914		
sp|P49716|CEBPD_HUMAN	sp|P49716|CEBPD_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49716|CEBPD_HUMAN CCAAT/enhancer-binding protein delta OS=Homo sapiens OX=9606 GN=CEBPD PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.5	4.5	4.5	28.467	269	269	0.0017857	5.9997	0	0	0	0	4.5	0	179070	0	0	0	0	179070	0	0	0	0	0	15535	0	0	0	0	0	0	0	0				338	1361	True	1386	2086	2163	2163		
sp|P49720|PSB3_HUMAN	sp|P49720|PSB3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	8.8	8.8	8.8	22.949	205	205	0	13.761	0	0	0	8.8	8.8	0	260420	0	0	0	50561	209860	0	0	0	0	0	18206	0	0	0	0	1	1	0	2				339	1068	True	1088	1671;1672	1736;1737	1736		
sp|P49721|PSB2_HUMAN	sp|P49721|PSB2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	4	4	22.836	201	201	0	11.509	0	0	0	0	0	4	147320	0	0	0	0	0	147320	0	0	0	0	0	23517	0	0	0	0	0	1	1				340	1852	True	1885	2846	2948	2948		
sp|P49773|HINT1_HUMAN	sp|P49773|HINT1_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P49773|HINT1_HUMAN Adenosine 5-monophosphoramidase HINT1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	23	23	23	13.802	126	126	0	36.546	0	0	0	7.1	15.9	0	186330	0	0	0	0	186330	0	0	0	0	0	16165	0	0	0	0	1	1	0	2				341	182;192	True;True	185;195	304;320	316;333	316;333		
sp|P49895|IOD1_HUMAN	sp|P49895|IOD1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49895|IOD1_HUMAN Type I iodothyronine deiodinase OS=Homo sapiens OX=9606 GN=DIO1 PE=2 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.4	4.4	4.4	28.924	249	249	1	-2	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	+			342	1097	True	1119	1709	1775	1775	77	1
sp|P49915|GUAA_HUMAN	sp|P49915|GUAA_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.6	1.6	1.6	76.715	693	693	0	6.5152	0	0	0	1.6	0	0	66987	0	0	0	66987	0	0	0	0	0	11138	0	0	0	0	0	1	0	0	1				343	1214	True	1236	1874	1944	1944		
sp|P50395|GDIB_HUMAN;sp|P31150|GDIA_HUMAN	sp|P50395|GDIB_HUMAN;sp|P31150|GDIA_HUMAN	4;2	4;2	4;2	0		0		0		0		0		0		0		sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2;sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2	2	4	4	4	0	0	0	2	3	2	0	0	0	2	3	2	0	0	0	2	3	2	10.8	10.8	10.8	50.663	445	445;447	0	23.482	0	0	0	4.7	8.1	3.8	1879000	0	0	0	110320	994260	774400	0	0	0	0	60848	149030	0	0	0	2	3	3	8				344	262;446;1070;1750	True;True;True;True	267;453;1090;1780	419;688;1674;1675;2690;2691;2692	437;710;1740;1741;2790;2791;2792;2793	437;710;1741;2791		
sp|P50454|SERPH_HUMAN	sp|P50454|SERPH_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	1	2	2	2	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	6.2	6.2	6.2	46.44	418	418	0	12.47	0	0	0	3.1	6.2	0	656000	0	0	0	170550	485450	0	0	0	0	0	42115	0	0	0	0	1	1	0	2				345	609;1516	True;True	620;1543	933;2327;2328	963;2408;2409	963;2408		
sp|P50552|VASP_HUMAN	sp|P50552|VASP_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	6.6	6.6	6.6	39.829	380	380	0	11.879	0	0	0	3.2	3.4	0	53591	0	0	0	53591	0	0	0	0	0	8910.8	0	0	0	0	0	1	1	0	2				346	1230;1731	True;True	1252;1761	1895;2660	1965;2759	1965;2759		
sp|P50914|RL14_HUMAN	sp|P50914|RL14_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	10.2	10.2	10.2	23.432	215	215	0	40.481	0	0	0	0	10.2	0	679600	0	0	0	0	679600	0	0	0	0	0	58959	0	0	0	0	0	2	0	2				347	196;1034	True;True	199;1054	326;1622	339;1687	339;1687		
sp|P50990|TCPQ_HUMAN	sp|P50990|TCPQ_HUMAN	8	8	8	0		0		0		0		0		0		0		sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	1	8	8	8	0	0	0	6	5	3	0	0	0	6	5	3	0	0	0	6	5	3	18.1	18.1	18.1	59.62	548	548	0	75.836	0	0	0	14.8	9.7	7.3	2694100	0	0	0	327710	2136000	230380	0	0	0	103590	136200	0	0	0	0	7	5	3	15				348	63;71;246;852;896;1252;1306;1624	True;True;True;True;True;True;True;True	65;73;251;867;915;1274;1329;1652	106;107;108;122;123;400;1320;1321;1322;1401;1929;2013;2014;2492	108;109;110;124;125;418;1371;1372;1373;1458;1999;2086;2087;2088;2583	109;124;418;1372;1458;1999;2088;2583		
sp|P50991|TCPD_HUMAN	sp|P50991|TCPD_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	1	3	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	4.5	4.5	4.5	57.924	539	539	0	17.082	0	0	0	4.5	0	0	401200	0	0	0	401200	0	0	0	0	0	66709	0	0	0	0	0	3	0	0	3				349	651;763;1205	True;True;True	662;777;1227	995;1192;1862	1026;1239;1932	1026;1239;1932		
sp|P51149|RAB7A_HUMAN	sp|P51149|RAB7A_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7.7	7.7	7.7	23.489	207	207	0	8.08	0	0	0	7.7	0	0	99438	0	0	0	99438	0	0	0	0	0	16534	0	0	0	0	0	1	0	0	1				350	1539	True	1566	2366	2450	2450		
sp|P51572|BAP31_HUMAN	sp|P51572|BAP31_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	7.7	7.7	7.7	27.991	246	246	0	11.402	0	0	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2				351	38;1834	True;True	38;1867	56;2822	58;2924	58;2924		
sp|Q9Y2X8|UB2D4_HUMAN;sp|P62837|UB2D2_HUMAN;sp|P61077|UB2D3_HUMAN;sp|P51668|UB2D1_HUMAN	sp|Q9Y2X8|UB2D4_HUMAN;sp|P62837|UB2D2_HUMAN;sp|P61077|UB2D3_HUMAN;sp|P51668|UB2D1_HUMAN	1;1;1;1	1;1;1;1	1;1;1;1	0		0		0		0		0		0		0		sp|Q9Y2X8|UB2D4_HUMAN Ubiquitin-conjugating enzyme E2 D4 OS=Homo sapiens OX=9606 GN=UBE2D4 PE=1 SV=1;sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 	4	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	12.2	12.2	12.2	16.649	147	147;147;147;147	0	9.1217	0	0	0	0	12.2	0	706040	0	0	0	0	706040	0	0	0	0	0	61252	0	0	0	0	0	1	0	1				352	785	True	799	1220	1268	1268		
sp|P51684|CCR6_HUMAN	sp|P51684|CCR6_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P51684|CCR6_HUMAN C-C chemokine receptor type 6 OS=Homo sapiens OX=9606 GN=CCR6 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2.4	2.4	2.4	42.494	374	374	0	7.7878	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				353	1106	True	1128	1721	1787	1787	78	284
