Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count B1	Mutation names B1	Mutated peptide count B2	Mutation names B2	Mutated peptide count B3	Mutation names B3	Mutated peptide count H1	Mutation names H1	Mutated peptide count H2	Mutation names H2	Mutated peptide count H3	Mutation names H3	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides B1	Peptides B2	Peptides B3	Peptides H1	Peptides H2	Peptides H3	Razor + unique peptides B1	Razor + unique peptides B2	Razor + unique peptides B3	Razor + unique peptides H1	Razor + unique peptides H2	Razor + unique peptides H3	Unique peptides B1	Unique peptides B2	Unique peptides B3	Unique peptides H1	Unique peptides H2	Unique peptides H3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type B1	Identification type B2	Identification type B3	Identification type H1	Identification type H2	Identification type H3	Sequence coverage B1 [%]	Sequence coverage B2 [%]	Sequence coverage B3 [%]	Sequence coverage H1 [%]	Sequence coverage H2 [%]	Sequence coverage H3 [%]	Intensity	Intensity B1	Intensity B2	Intensity B3	Intensity H1	Intensity H2	Intensity H3	LFQ intensity B1	LFQ intensity B2	LFQ intensity B3	LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	MS/MS count B1	MS/MS count B2	MS/MS count B3	MS/MS count H1	MS/MS count H2	MS/MS count H3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P51858|HDGF_HUMAN	sp|P51858|HDGF_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	10.4	10.4	10.4	26.788	240	240	0	20.275					By MS/MS		0	0	0	0	10.4	0	995770	0	0	0	0	995770	0	0	0	0	0	53213	0	0	0	0	0	2	0	2				354	191;1840	True;True	194;1873	383;3320	332;2933	332;2933		
sp|P51991|ROA3_HUMAN	sp|P51991|ROA3_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2	1	2	2	2	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	4.2	4.2	4.2	39.594	378	378	0	20.652				By MS/MS	By MS/MS		0	0	0	4.2	2.4	0	142570	0	0	0	142570	0	0	0	0	0	14010	0	0	0	0	0	2	1	0	3				355	339;669	True;True	345;680	651;652;1215	557;558;1049	557;1049		
sp|P52209|6PGD_HUMAN	sp|P52209|6PGD_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3	1	2	2	2	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	4.3	4.3	4.3	53.139	483	483	0	12.811				By MS/MS	By MS/MS	By MS/MS	0	0	0	2.3	2.1	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3				356	57;1615	True;True	59;1643	119;120;2916	98;99;2572	98;2572		
sp|P52272|HNRPM_HUMAN	sp|P52272|HNRPM_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	1	3	3	3	0	1	0	1	3	2	0	1	0	1	3	2	0	1	0	1	3	2	5.5	5.5	5.5	77.515	730	730	0	17.968		By MS/MS		By MS/MS	By MS/MS	By matching	0	1.2	0	2.2	5.5	3.4	583830	0	4619.9	0	97850	431490	49877	0	0	0	0	24610	3768.9	0	1	0	1	3	0	5				357	454;1094;1243	True;True;True	461;1115;1265	840;841;842;843;2020;2021;2022;2266	723;724;1770;1771;1984	723;1771;1984		
sp|P52292|IMA1_HUMAN	sp|P52292|IMA1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	3.4	3.4	3.4	57.861	529	529	0	14.731				By MS/MS	By MS/MS		0	0	0	3.4	3.4	0	346930	0	0	0	132750	214180	0	0	0	0	0	11446	0	0	0	0	1	1	0	2				358	537	True	546	984;985	849;850	849		
sp|P52597|HNRPF_HUMAN	sp|P52597|HNRPF_HUMAN	4	2	2	0		0		0		0		0		0		0		sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	1	4	2	2	0	0	0	2	3	2	0	0	0	1	2	1	0	0	0	1	2	1	14.5	8	8	45.671	415	415	0	85.753				By MS/MS	By MS/MS	By MS/MS	0	0	0	8	12	6.3	1206800	0	0	0	185590	900410	120840	0	0	0	0	48118	0	0	0	0	1	1	1	3				359	151;625;764;1667	False;True;True;False	154;636;778;1695	305;306;1140;1141;1142;1412;2995	263;264;985;986;1240;2644	264;986;1240;2644		
sp|P52788|SPSY_HUMAN	sp|P52788|SPSY_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	3	3	41.268	366	366	0	27.037				By MS/MS			0	0	0	3	0	0	194640	0	0	0	194640	0	0	0	0	0	19127	0	0	0	0	0	1	0	0	1				360	626	True	637	1143	987	987		
sp|P52895|AK1C2_HUMAN	sp|P52895|AK1C2_HUMAN	4	1	1	0		0		0		0		0		0		0		sp|P52895|AK1C2_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3	1	4	1	1	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	1	16.1	3.7	3.7	36.735	323	323	0	6.2571					By matching	By MS/MS	0	0	0	0	12.4	13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1				361	251;943;1319;1819	False;True;False;False	256;962;1342;1852	485;486;1756;2395;3281;3282	423;424;1542;2103;2899;2900	423;1542;2103;2900	79	175
sp|P52907|CAZA1_HUMAN	sp|P52907|CAZA1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4.5	4.5	4.5	32.922	286	286	0.0016892	5.8998						By MS/MS	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1				362	245	True	250	479	417	417		
sp|P53396|ACLY_HUMAN	sp|P53396|ACLY_HUMAN	6	6	6	0		0		0		0		0		0		0		sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	1	6	6	6	0	0	0	6	1	1	0	0	0	6	1	1	0	0	0	6	1	1	5.4	5.4	5.4	120.84	1101	1101	0	38.67				By MS/MS	By MS/MS	By MS/MS	0	0	0	5.4	0.9	0.9	721730	0	0	0	721730	0	0	0	0	0	70920	0	0	0	0	0	7	1	1	9				363	458;531;910;1069;1534;1613	True;True;True;True;True;True	465;540;929;1089;1561;1641	852;853;976;1690;1985;2776;2912;2913	735;736;842;1490;1738;1739;2439;2568;2569	735;842;1490;1738;2439;2569		
sp|P53675|CLH2_HUMAN	sp|P53675|CLH2_HUMAN	5	1	1	0		0		0		0		0		0		0		sp|P53675|CLH2_HUMAN Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2	1	5	1	1	0	0	0	2	3	2	0	0	0	0	1	0	0	0	0	0	1	0	2.9	0.7	0.7	187.03	1640	1640	0	6.1573				By matching	By MS/MS	By matching	0	0	0	1.3	1.6	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				364	66;178;1274;1768;1815	False;False;True;False;False	68;181;1297;1798;1848	136;358;359;2328;3182;3273;3274	114;310;2038;2814;2892;2893	114;310;2038;2814;2892		
sp|P53999|TCP4_HUMAN	sp|P53999|TCP4_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	15.7	15.7	15.7	14.395	127	127	0	13.483				By MS/MS	By MS/MS		0	0	0	7.1	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2				365	225;404	True;True	228;411	446;762	384;653	384;653	80	63
sp|P55072|TERA_HUMAN	sp|P55072|TERA_HUMAN	8	8	8	0		0		0		0		0		0		0		sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4	1	8	8	8	0	0	0	5	5	2	0	0	0	5	5	2	0	0	0	5	5	2	8.1	8.1	8.1	89.321	806	806	0	88.269				By MS/MS	By MS/MS	By matching	0	0	0	5.3	6	3.1	3497400	0	0	0	854010	2100500	542860	0	0	0	76597	80787	96695	0	0	0	5	5	0	10				366	242;297;388;781;834;835;1083;1321	True;True;True;True;True;True;True;True	247;303;395;795;848;849;1104;1344	475;563;725;726;727;1436;1525;1526;1527;2005;2399;2400	414;488;625;626;1264;1342;1343;1757;2107;2108	414;488;625;1264;1342;1343;1757;2107	81	46
sp|P55160|NCKPL_HUMAN	sp|P55160|NCKPL_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P55160|NCKPL_HUMAN Nck-associated protein 1-like OS=Homo sapiens OX=9606 GN=NCKAP1L PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.2	1.2	1.2	128.15	1127	1127	0.0078616	5.7951				By MS/MS			0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				367	1061	True	1081	1974	1729	1729		
sp|P55209|NP1L1_HUMAN	sp|P55209|NP1L1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.6	4.6	4.6	45.374	391	391	0	18.369					By MS/MS		0	0	0	0	4.6	0	583800	0	0	0	0	583800	0	0	0	0	0	31198	0	0	0	0	0	1	0	1				368	1192	True	1214	2190	1917	1917		
sp|P55884|EIF3B_HUMAN	sp|P55884|EIF3B_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	3.4	3.4	3.4	92.48	814	814	0	12.247					By MS/MS		0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2				369	125;769	True;True	128;783	249;1420	211;1247	211;1247		
sp|P56537|IF6_HUMAN	sp|P56537|IF6_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.1	4.1	4.1	26.599	245	245	0.0092879	5.7888					By MS/MS		0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				370	1182	True	1204	2170	1900	1900		
sp|Q13363|CTBP1_HUMAN;sp|P56545|CTBP2_HUMAN	sp|Q13363|CTBP1_HUMAN;sp|P56545|CTBP2_HUMAN	1;1	1;1	1;1	0		0		0		0		0		0		0		sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2;sp|P56545|CTBP2_HUMAN C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1	2	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	47.535	440	440;445	0.0079872	5.8265					By MS/MS		0	0	0	0	2	0	76124	0	0	0	0	76124	0	0	0	0	0	4068	0	0	0	0	0	1	0	1				371	1208	True	1230	2211	1935	1935		
sp|P57730|CAR18_HUMAN	sp|P57730|CAR18_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P57730|CAR18_HUMAN Caspase recruitment domain-containing protein 18 OS=Homo sapiens OX=9606 GN=CARD18 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	7.8	7.8	7.8	10.138	90	90	0	6.0292						By MS/MS	0	0	0	0	0	7.8	39153	0	0	0	0	0	39153	0	0	0	0	0	4176.7	0	0	0	0	0	1	1				372	27	True	27	56	45	45		
sp|P58107|EPIPL_HUMAN	sp|P58107|EPIPL_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	1	3	3	3	0	0	0	1	2	3	0	0	0	1	2	3	0	0	0	1	2	3	1.7	1.7	1.7	555.65	5088	5088	0	24.207				By MS/MS	By MS/MS	By MS/MS	0	0	0	1.2	1.3	1.7	1808300	0	0	0	408060	899740	500540	0	0	0	0	43615	57863	0	0	0	1	1	3	5				373	391;578;1266	True;True;True	398;589;1288	731;732;1060;1061;1062;1063;2312	629;912;913;914;2024	629;913;2024		
sp|P58546|MTPN_HUMAN	sp|P58546|MTPN_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	7.6	7.6	7.6	12.895	118	118	0	6.0456				By MS/MS	By MS/MS		0	0	0	7.6	7.6	0	397150	0	0	0	105850	291300	0	0	0	0	0	12216	0	0	0	0	1	1	0	2				374	499	True	508	927;928;929	799;800	800		
sp|P60174|TPIS_HUMAN	sp|P60174|TPIS_HUMAN	5	5	5	0		0		0		0		0		0		0		sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4	1	5	5	5	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	23.7	23.7	23.7	26.669	249	249	0	54.022				By MS/MS	By MS/MS	By MS/MS	0	0	0	8	4.8	10.8	1075900	0	0	0	714840	0	361050	0	0	0	0	0	38516	0	0	0	2	1	2	5				375	630;702;1288;1428;1767	True;True;True;True;True	641;715;1311;1454;1797	1149;1290;2347;2582;3181	993;1124;2055;2269;2813	993;1124;2055;2269;2813		
sp|P60660|MYL6_HUMAN	sp|P60660|MYL6_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2	1	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	25.8	25.8	25.8	16.93	151	151	0	21.488				By MS/MS	By MS/MS	By MS/MS	0	0	0	25.8	25.8	25.8	5333200	0	0	0	2525100	1701100	1107000	0	0	0	112230	168800	166170	0	0	0	3	3	2	8				376	317;1150;1691	True;True;True	323;1172;1720;1721	611;612;613;2109;2110;2111;3036;3037;3038;3039	524;525;526;1849;1850;2683;2684;2685;2686	524;1850;2685	82	73
sp|P60709|ACTB_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q9BYX7|ACTBM_HUMAN;sp|Q562R1|ACTBL_HUMAN	sp|P60709|ACTB_HUMAN	15;6;6;5;4;3;3	1;0;0;0;0;0;0	1;0;0;0;0;0;0	0		0		0		0		0		0		0		sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1	7	15	1	1	1	1	2	10	7	10	0	0	0	0	1	0	0	0	0	0	1	0	46.1	4.5	4.5	41.736	375	375;1075;1075;1075;1038;375;376	1	-2	By matching	By matching	By matching	By matching	By MS/MS	By matching	5.6	2.9	8.5	30.4	25.6	34.7	475050	0	0	0	0	475050	0	0	0	0	0	25387	0	0	0	0	0	0	0	0	+			377	51;163;220;269;290;368;594;622;690;784;789;1237;1327;1477;1605	False;False;True;False;False;False;False;False;False;False;False;False;False;False;False	52;166;223;274;275;296;374;375;605;633;701;798;803;1259;1351;1503;1633	100;324;325;326;431;514;515;516;517;518;519;520;551;552;694;695;696;697;698;1091;1132;1133;1134;1135;1136;1137;1253;1439;1445;2257;2258;2409;2671;2672;2673;2894;2895	83;281;282;283;375;446;447;448;449;450;451;478;479;596;597;598;599;600;940;979;980;981;982;1084;1085;1267;1273;1976;1977;2116;2345;2346;2347;2551;2552	83;282;375;447;478;598;940;981;1084;1267;1273;1976;2116;2345;2552	83;84;85;86;87	16;44;47;305;325
sp|P60842|IF4A1_HUMAN;sp|Q14240|IF4A2_HUMAN	sp|P60842|IF4A1_HUMAN;sp|Q14240|IF4A2_HUMAN	8;5	8;5	6;3	0		0		0		0		0		0		0		sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2	2	8	8	6	0	0	0	1	8	3	0	0	0	1	8	3	0	0	0	1	6	2	17.5	17.5	11.8	46.153	406	406;407	0	120.37				By MS/MS	By MS/MS	By MS/MS	0	0	0	3.2	17.5	8.9	9257900	0	0	0	53093	7084600	2120300	0	0	0	0	460350	144430	0	0	0	1	9	3	13				378	374;544;584;585;795;1627;1645;1702	True;True;True;True;True;True;True;True	381;553;595;596;809;1655;1673;1732	706;997;998;1071;1072;1073;1457;1458;2932;2957;3057;3058	607;859;860;861;862;922;923;924;1285;2586;2609;2703;2704	607;862;922;923;1285;2586;2609;2703		
sp|P60866|RS20_HUMAN	sp|P60866|RS20_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|P60866|RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1	1	2	2	2	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	12.6	12.6	12.6	13.373	119	119	0	26.574				By MS/MS	By MS/MS	By MS/MS	0	0	0	12.6	9.2	9.2	2243200	0	0	0	163840	1329000	750440	0	0	0	16100	0	0	0	0	0	0	1	1	2				379	291;1562	True;True	297;1590	553;2822;2823	480;2486;2487	480;2487		
sp|P60900|PSA6_HUMAN	sp|P60900|PSA6_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	4.1	4.1	4.1	27.399	246	246	0.007837	5.7924					By MS/MS	By matching	0	0	0	0	4.1	4.1	455610	0	0	0	0	288840	166770	0	0	0	0	0	17790	0	0	0	0	1	0	1				380	1294	True	1317	2356;2357	2065	2065		
sp|P60953|CDC42_HUMAN;sp|P84095|RHOG_HUMAN;sp|P63000|RAC1_HUMAN;sp|P60763|RAC3_HUMAN;sp|P15153|RAC2_HUMAN;sp|P17081|RHOQ_HUMAN;sp|Q9H4E5|RHOJ_HUMAN	sp|P60953|CDC42_HUMAN;sp|P84095|RHOG_HUMAN;sp|P63000|RAC1_HUMAN;sp|P60763|RAC3_HUMAN;sp|P15153|RAC2_HUMAN;sp|P17081|RHOQ_HUMAN;sp|Q9H4E5|RHOJ_HUMAN	2;1;1;1;1;1;1	2;1;1;1;1;1;1	2;1;1;1;1;1;1	0		0		0		0		0		0		0		sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2;sp|P84095|RHOG_HUMAN Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1;sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxi	7	2	2	2	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	1	2	0	11	11	11	21.258	191	191;191;192;192;192;205;214	0	11.961		By matching		By MS/MS	By MS/MS		0	5.8	0	5.8	11	0	672900	0	14761	0	199130	459010	0	0	0	0	0	24529	0	0	0	0	1	2	0	3				381	205;1848	True;True	208;1881	405;406;407;3331	352;353;2943	352;2943		
sp|P60981|DEST_HUMAN	sp|P60981|DEST_HUMAN	3	2	2	0		0		0		0		0		0		0		sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3	1	3	2	2	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	1	10.9	6.7	6.7	18.506	165	165	0	11.592					By MS/MS	By MS/MS	0	0	0	0	10.9	6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2				382	167;168;1100	True;True;False	170;171;1122	334;335;2030	290;291;1779	290;291;1779		
sp|P61019|RAB2A_HUMAN;sp|Q8WUD1|RAB2B_HUMAN	sp|P61019|RAB2A_HUMAN;sp|Q8WUD1|RAB2B_HUMAN	1;1	1;1	1;1	0		0		0		0		0		0		0		sp|P61019|RAB2A_HUMAN Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1;sp|Q8WUD1|RAB2B_HUMAN Ras-related protein Rab-2B OS=Homo sapiens OX=9606 GN=RAB2B PE=1 SV=1	2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5.7	5.7	5.7	23.545	212	212;216	0.0078989	5.8035				By MS/MS			0	0	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				383	358	True	364	679	583	583		
sp|P61088|UBE2N_HUMAN;sp|Q5JXB2|UE2NL_HUMAN	sp|P61088|UBE2N_HUMAN;sp|Q5JXB2|UE2NL_HUMAN	2;2	2;2	2;2	0		0		0		0		0		0		0		sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1;sp|Q5JXB2|UE2NL_HUMAN Putative ubiquitin-conjugating enzyme E2 N-like OS=Homo sapiens OX=9606 GN=UBE2NL PE=1 SV=1	2	2	2	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	13.8	13.8	13.8	17.138	152	152;153	0	12.072					By MS/MS	By MS/MS	0	0	0	0	6.6	13.8	422980	0	0	0	0	273460	149520	0	0	0	0	0	15950	0	0	0	0	1	1	2				384	936;1552	True;True	955;1580	1737;1738;2805	1532;2468	1532;2468		
sp|P61158|ARP3_HUMAN;sp|Q9P1U1|ARP3B_HUMAN	sp|P61158|ARP3_HUMAN	3;1	3;1	3;1	0		0		0		0		0		0		0		sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3	2	3	3	3	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	6.5	6.5	6.5	47.371	418	418;418	0	21.647				By MS/MS	By MS/MS	By MS/MS	0	0	0	2.2	6.5	4.5	1304100	0	0	0	286880	621570	395670	0	0	0	0	30371	45054	0	0	0	2	2	2	6				385	475;1003;1307	True;True;True	482;1023;1330	883;1855;1856;1857;2379;2380	762;1631;1632;1633;1634;2089	762;1634;2089		
sp|P61160|ARP2_HUMAN	sp|P61160|ARP2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3.6	3.6	3.6	44.76	394	394	0	6.6506					By MS/MS		0	0	0	0	3.6	0	200130	0	0	0	0	200130	0	0	0	0	0	10695	0	0	0	0	0	1	0	1				386	592	True	603	1089	938	938		
sp|P61221|ABCE1_HUMAN	sp|P61221|ABCE1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2.5	2.5	2.5	67.314	599	599	0	13.535					By MS/MS		0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				387	1563	True	1591	2824	2488	2488		
sp|P61247|RS3A_HUMAN	sp|P61247|RS3A_HUMAN	7	7	7	0		0		0		0		0		0		0		sp|P61247|RS3A_HUMAN 40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2	1	7	7	7	0	1	0	3	5	3	0	1	0	3	5	3	0	1	0	3	5	3	28	28	28	29.945	264	264	0	67.628		By matching		By MS/MS	By MS/MS	By MS/MS	0	3.4	0	10.2	21.2	9.5	7863000	0	3223.7	0	1564300	5239000	1056500	0	0	0	0	197220	195460	0	0	0	3	5	1	9				388	16;114;890;931;1575;1576;1648	True;True;True;True;True;True;True	16;117;909;950;1603;1604;1676	27;227;228;1645;1646;1726;1727;1728;1729;2848;2849;2961	23;191;1450;1522;1523;1524;2512;2513;2612	23;191;1450;1524;2512;2513;2612		
sp|P61254|RL26_HUMAN;sp|Q9UNX3|RL26L_HUMAN	sp|P61254|RL26_HUMAN;sp|Q9UNX3|RL26L_HUMAN	4;3	4;3	4;3	0		0		0		0		0		0		0		sp|P61254|RL26_HUMAN 60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1;sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1	2	4	4	4	1	1	1	4	2	1	1	1	1	4	2	1	1	1	1	4	2	1	25.5	25.5	25.5	17.258	145	145;145	0	24.45	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.5	5.5	5.5	25.5	11	5.5	2229500	47639	72046	149650	790790	947380	221960	0	0	0	61830	66504	0	0	1	1	4	2	0	8				389	111;223;1817;1849	True;True;True;True	114;226;1850;1882	224;436;437;438;439;440;441;442;443;444;3276;3277;3332	188;378;379;380;381;382;2895;2896;2944	188;380;2896;2944		
